system,id,type,answerable,question,refused,answer,sources,gold,gold_points,coding_correctness,coding_groundedness
prod-4o,S-INT-325,S-INT,True,Do workers have a legal right to form a union in Pakistan?,False,"Yes, workers in Pakistan have a legal right to form a union. This right is recognized under the Industrial Relations Act, 2012, which consolidates and rationalizes the law relating to the formation of trade unions and the improvement of relations between employers and workmen in the Islamabad Capital Territory and in trans-provincial establishments and industries. The Act acknowledges the freedom of association as a fundamental right, in line with the Constitution of Pakistan and international conventions ratified by Pakistan, such as ILO Convention No. 87 on Freedom of Association and Convention No. 98 on the Right to Organize and Collective Bargaining.
Sources:
- Industrial Relations Act, 2012, pp. 1, 6 — https://pakistancode.gov.pk/pdffiles/administrator964ce81cc171ed5dcd0960630e922422.pdf (text retrieved 2026-08-06)
- Non-Performing Assets and Rehabilitation of Industrial Undertaking (Legal Proceedings) Ordinance, 2000, p. 1 — https://pakistancode.gov.pk/pdffiles/administrator03c531e7f7d81cd4c6261f24b42be93a.pdf (text retrieved 2026-08-07)
- Industrial Statistics Act, 1942, p. 1 — https://pakistancode.gov.pk/pdffiles/administratora725c493a8dfdfb4ba70437c9829bef8.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Industrial Relations Act, 2012; Non-Performing Assets and Rehabilitation of Industrial Under; Industrial Statistics Act, 1942","[{""doc_type"": ""statute"", ""title"": ""Industrial Relations Act 2012""}]",workers may form and join trade unions; collective bargaining agent framework under the IRA,,
prod-4o,S-INT-326,S-INT,True,Money was taken from my bank account through a fraudulent online transfer. What law covers this?,False,"The fraudulent online transfer of money from your bank account is covered under the Payment Systems and Electronic Fund Transfers Act, 2007. Specifically, Section 58 of this Act addresses cheating by use of an electronic device, which includes fraudulently or dishonestly using any credit or debit card, or code, or any other means of access to an Electronic Fund Transfer device, causing wrongful gain or loss. The punishment for such an offense can extend to imprisonment for up to seven years, or a fine not less than the wrongful loss caused, or both.
Sources:
- Payment Systems and Electronic Fund Transfers Act, 2007, p. 21 — https://pakistancode.gov.pk/pdffiles/administrator9e50d2bf17dfbb768e37f4561c16e859.pdf (text retrieved 2026-08-07)
- Banks (Transfer of Assets and Liabilities) Act, 1974, p. 1 — https://pakistancode.gov.pk/pdffiles/administrator2206851d997920a2e40dfb7fb73292aa.pdf (text retrieved 2026-08-07)
- Estacode, p. 862 — https://pakistancode.gov.pk/pdffiles/administrator41708b287250bc3afc9b10806054551e.pdf (text retrieved 2026-08-07)
- 2022 LHC 3962 — Abdullah Khan Usmani Vs SECP Through Registrar etc (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2022LHC3962.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Payment Systems and Electronic Fund Transfers Act, 2007; Banks (Transfer of Assets and Liabilities) Act, 1974; Estacode; 2022 LHC 3962 — Abdullah Khan Usmani Vs SECP Through Registr","[{""doc_type"": ""statute"", ""title"": ""Prevention of Electronic Crimes Act 2016"", ""section"": ""13-14""}]",electronic forgery/fraud offences; complaint to the designated investigation agency,,
prod-4o,S-INT-327,S-INT,True,A cheque endorsed over to me has bounced. Do I have rights as the endorsee?,False,"Under Section 489-F of the Pakistan Penal Code, the offence of dishonestly issuing a cheque applies to the issuer of the cheque. The section requires that the cheque be issued with dishonest intent, for repayment of a loan or fulfillment of an obligation, and that it be dishonoured on presentation. As an endorsee, your rights would generally be against the person who endorsed the cheque to you, rather than directly under Section 489-F against the original issuer, unless you can establish that the original issuance was dishonest and met the other criteria of the section. The prosecution must establish dishonesty on the part of the issuer for criminal liability to arise.
Sources:
- 2022 LHC 1464 — Waqar Hussain Bhatti Vs The State etc. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC1464.pdf (text retrieved 2026-08-10)
- 2023 LHC 2938 — Hayat Kimya Pakistan Pvt Ltd through Fatih Ustunel Vs Humair Yusuf etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC2938.pdf (text retrieved 2026-08-10)
- 2023 LHC 6808 — Tariq Mehmood Vs ASJ JOP etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC6808.pdf (text retrieved 2026-08-10)
- 2023 LHC 580 — MAQBOOL AHMED VS THE STATE ETC. (Mr. Justice Muhammad Amjad Rafiq) — https://sys.lhc.gov.pk/appjudgments/2023LHC580.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and con",2022 LHC 1464 — Waqar Hussain Bhatti Vs The State etc. (Mr. ; 2023 LHC 2938 — Hayat Kimya Pakistan Pvt Ltd through Fatih U; 2023 LHC 6808 — Tariq Mehmood Vs ASJ JOP etc (Mr. Justice Ta; 2023 LHC 580 — MAQBOOL AHMED VS THE STATE ETC. (Mr. Justice ,"[{""doc_type"": ""statute"", ""title"": ""Negotiable Instruments Act 1881"", ""section"": ""9""}]",a holder in due course takes free of prior defects and may sue the parties liable on the instrument | criminal remedy under PPC 489-F runs separately against the issuer,,
prod-4o,S-INT-328,S-INT,True,My father left a will. Do we still need a succession certificate?,False,"Under the Letters of Administration and Succession Certificates Act, 2020, a succession certificate is typically required for the transfer of movable property of a deceased person when there is no will. However, if your father left a will, you would generally need to apply for probate rather than a succession certificate. Probate is the legal process of validating a will, and it grants the executor the authority to distribute the deceased's estate according to the terms of the will.
Sources:
- Succession Act, 1925, pp. 1, 125 — https://pakistancode.gov.pk/pdffiles/administrator4a6efe2b68e892d437aea98367cf6687.pdf (text retrieved 2026-08-06)
- Letters of Administration and Succession Certificates Act, 2020, pp. 1, 4 — https://pakistancode.gov.pk/pdffiles/administrator6b6614c9d7ca507df639b8ebf467feb6.pdf (text retrieved 2026-08-07)
- Naturalization Act, 1926, p. 4 — https://pakistancode.gov.pk/pdffiles/administrator82667a82a20c35d5ee1e97ad66e230f4.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Succession Act, 1925; Letters of Administration and Succession Certificates Act, 2; Naturalization Act, 1926","[{""doc_type"": ""statute"", ""title"": ""Succession Act 1925""}]","a will is administered through probate/letters of administration; a succession certificate covers debts and securities where there is no such grant | for Muslims, testamentary freedom is limited to one-third — personal law caveat",,
prod-4o,S-INT-329,S-INT,True,"FBR has reopened my finalized tax assessment. Can they, and what are my options?",False,"Yes, the Federal Board of Revenue (FBR) can reopen a finalized tax assessment. Under the Sales Tax Act, 1990, if a decision of the High Court or the Appellate Tribunal is reversed or modified, the Commissioner or an officer of Inland Revenue may modify the assessment or order within one year from the date of receipt of the decision to conform to the final decision. Additionally, if any tax has not been levied or has been short levied, or if a refund was erroneously granted, the officer of Inland Revenue may reassess the tax payable.

Your options include responding to any notice to show cause issued by the Inland Revenue officer, providing any required documents or evidence, and potentially challenging the reassessment if you believe it is incorrect. It may be beneficial to consult with a tax professional or legal advisor to explore your specific options based on the details of your case.
Sources:
- Federal Board of Revenue Act (FBR), 2007 (extracted from Finance Act, 2007), p. 1 — https://pakistancode.gov.pk/pdffiles/administratorf83e5737858923824793b623218c94ed.pdf (text retrieved 2026-08-07)
- 2022 LHC 2033 — MALIK KHAN ETC. VS MEMBER BOARD OF REVENUE ETC. (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2022LHC2033.pdf (text retrieved 2026-08-10)
- 2022 LHC 3288 — DG Khan Cement Company Limited etc Vs The Federal Board of Revenue through its Chairman etc (Mr. Justice Abid Aziz Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC3288.pdf (text retri","Federal Board of Revenue Act (FBR), 2007 (extracted from Fin; 2022 LHC 2033 — MALIK KHAN ETC. VS MEMBER BOARD OF REVENUE E; 2022 LHC 3288 — DG Khan Cement Company Limited etc Vs The Fe; Sales Tax Act, 1990 (Same as on the official website of FBR ","[{""doc_type"": ""statute"", ""title"": ""Income Tax Ordinance 2001"", ""section"": ""122""}]",amendment allowed only within s.122's grounds and time limits; appeal lies against the amended order,,
prod-4o,S-INT-330,S-INT,True,A competitor is selling products under my registered brand name. What can I do?,False,"Under the Trade Marks Ordinance, 2001, if a competitor is selling products under your registered brand name, it constitutes trademark infringement. You can take legal action to enforce your trademark rights. This may involve filing a lawsuit against the infringing party to stop them from using your trademark and potentially seeking damages for any losses incurred. The Ordinance provides a framework for protecting registered trademarks and addressing unauthorized use.
Sources:
- Customs Act, 1969 (Same as on the official website of FBR dated 30-06-2025), pp. 42, 44 — https://pakistancode.gov.pk/pdffiles/administrator6d344e569c576550c200d66afb7b28f6.pdf (text retrieved 2026-08-07)
- Trade Marks Ordinance, 2001, pp. 1, 16 — https://pakistancode.gov.pk/pdffiles/administratora4ef8d40e3d97faef49343d2242e0c3a.pdf (text retrieved 2026-08-07)
- Intellectual Property Organization of Pakistan Act, 2012, p. 16 — https://pakistancode.gov.pk/pdffiles/administrator0b76cb2fe668d9adcc52e221e05cf399.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Customs Act, 1969 (Same as on the official website of FBR da; Trade Marks Ordinance, 2001; Intellectual Property Organization of Pakistan Act, 2012","[{""doc_type"": ""statute"", ""title"": ""Trade Marks Ordinance 2001""}]","infringement action on the registered mark — injunction, damages and ancillary relief",,
prod-4o,S-INT-331,S-INT,True,My book is being photocopied and sold without permission. What are my remedies?,False,"Under the Copyright Ordinance, 1962, in Pakistan, if your book is being photocopied and sold without your permission, this constitutes an infringement of your copyright. Chapter XII of the Ordinance specifies that copyright is infringed when any person, without the consent of the copyright owner, does anything that the owner has the exclusive right to do. You have several remedies available for such infringement:

1. **Civil Remedies**: Chapter XIII of the Copyright Ordinance deals with civil remedies for infringement. You can file a suit in the District Court, which is designated as the forum for civil proceedings regarding copyright infringement.

2. **Injunctions and Damages**: You may seek an injunction to stop the infringing activity and claim damages for the losses suffered due to the infringement.

3. **Other Legal Actions**: The Copyright Board and the Registrar of Copyrights are involved in the administration and enforcement of copyright laws, and you may seek their assistance in addressing the infringement.

These remedies are designed to protect your rights as the copyright owner and to prevent unauthorized use of your work.
Sources:
- Copyright Ordinance, 1962, pp. 1, 14, 32 — https://pakistancode.gov.pk/pdffiles/administratorc8dc84cf91fcedf0a4a00fc2710945a1.pdf (text retrieved 2026-08-07)
- 2024 LHC 3351 — Muhammad Akram Rahi Vs The Copyright Board etc (Mr. Justice Abid Hussain Chattha) — https://sys.lhc.gov.pk/appjudgments/2024LHC3351.pdf (text retrieved 2026-08","Copyright Ordinance, 1962; 2024 LHC 3351 — Muhammad Akram Rahi Vs The Copyright Board e","[{""doc_type"": ""statute"", ""title"": ""Copyright Ordinance 1962""}]","copyright infringement — civil remedies (injunction, damages) and criminal penalties under the Ordinance",,
prod-4o,S-INT-332,S-INT,True,"Can two owners simply swap their plots, and what is such a transaction called?",False,"Yes, two owners can simply swap their plots, and such a transaction is called an ""exchange."" According to Section 118 of the Transfer of Property Act, 1882, an exchange occurs when two persons mutually transfer the ownership of one thing for the ownership of another. This transaction is a valid mode of transfer of property.
Sources:
- 2022 LHC 4320 — MST.NAZIRAN BIBI VS MUHAMMAD RAFI ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2022LHC4320.pdf (text retrieved 2026-08-10)
- Transfer of Property Act, 1882, p. 51 — https://pakistancode.gov.pk/pdffiles/administrator77923ce792b475e339e1f46ba0442da3.pdf (text retrieved 2026-08-06)
- 2025 LHC 1180 — MUHAMMAD RAFIQUE VS MST. SURIYA BIBI (Mr. Justice Anwaar Hussain) — https://sys.lhc.gov.pk/appjudgments/2025LHC1180.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2022 LHC 4320 — MST.NAZIRAN BIBI VS MUHAMMAD RAFI ETC (Mr. J; Transfer of Property Act, 1882; 2025 LHC 1180 — MUHAMMAD RAFIQUE VS MST. SURIYA BIBI (Mr. Ju","[{""doc_type"": ""statute"", ""title"": ""Transfer of Property Act 1882"", ""section"": ""118""}]","an exchange — mutual transfer of ownership of two things, completed as a sale of each",,
prod-4o,S-INT-333,S-INT,True,"Is zakat deducted automatically from bank accounts, and under what law?",False,"Yes, zakat is deducted automatically from bank accounts under the Zakat and Ushr Ordinance, 1980. The ordinance specifies that zakat is deducted at a rate of 2.5% from savings bank accounts and similar accounts maintained with banks operating in Pakistan, post offices, National Savings Centres, and financial institutions. The deduction is made at the commencement of the day on the Valuation Date, as notified by the Administrator-General for the Zakat year. The bank, office, centre, or institution keeping the account is responsible for the deduction.
Sources:
- Zakat and Ushr Ordinance, 1980, pp. 32, 36 — https://pakistancode.gov.pk/pdffiles/administratorfd19eec0a97080f151dac2a8406dea88.pdf (text retrieved 2026-08-07)
- 2025 LHC 8339 — FOUNDATION UNIVERSITY VS M/O RELIGIOUS AFFARIS ETC (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2025LHC8339.pdf (text retrieved 2026-08-10)
- Income Tax Ordinance, 2001 (Same as on the official website of FBR dated 31-07-2025), p. 136 — https://pakistancode.gov.pk/pdffiles/administratorc09ecd376211abe32a7e44510f3fd719.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Zakat and Ushr Ordinance, 1980; 2025 LHC 8339 — FOUNDATION UNIVERSITY VS M/O RELIGIOUS AFFAR; Income Tax Ordinance, 2001 (Same as on the official website ","[{""doc_type"": ""statute"", ""title"": ""Zakat and Ushr Ordinance 1980""}]","compulsory deduction at source from specified assets on the valuation date, with exemption declarations recognised",,
prod-4o,UNANS-334,UNANS,False,What is the current status of case W.P. No. 12345/2026 pending in the Lahore High Court?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?",2026 LHC 2875 — MUHAMMAD SHAHID VS THE STATE ETC. (Mr. Justi; 2026 LHC 2912 — ABDUL SAMAD VS DJ ETC (Mr. Justice Muzamil A; 2025 LHC 161 — Muhammad Khalid Waseem Vs Govt. of the Punjab; 2025 LHC 2421 — MUHAMMAD WAQAS VS STATE ETC (Mr. Justice Muh,[],live case-status lookups are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-335,UNANS,False,What will be the result of tomorrow's hearing in my case?,False,"The context does not provide any information about the outcome of a hearing scheduled for tomorrow in any specific case. The documents mention various cases and legal principles, but none relate to a future hearing result. Therefore, I cannot provide the result of tomorrow's hearing in your case.
Sources:
- 2025 LHC 2346 — Faysal Bank Limited through Authorized Officer Vs Ms Tahir Omer Industries Limited etc (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2025LHC2346.pdf (text retrieved 2026-08-10)
- 2025 LHC 7201 — Muhammad Nawaz Vs Maqbool Ahmad etc (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2025LHC7201.pdf (text retrieved 2026-08-10)
- 2024 LHC 2144 — WAQAS YAQUB VS ADEEL YAQUB ETC (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2024LHC2144.pdf (text retrieved 2026-08-10)
- 2022 LHC 1743 — ATIF RIAZ VS FOP ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2022LHC1743.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2025 LHC 2346 — Faysal Bank Limited through Authorized Offic; 2025 LHC 7201 — Muhammad Nawaz Vs Maqbool Ahmad etc (Mr. Jus; 2024 LHC 2144 — WAQAS YAQUB VS ADEEL YAQUB ETC (Mr. Justice ; 2022 LHC 1743 — ATIF RIAZ VS FOP ETC (Mr. Justice Mirza Viqa,[],prediction; correct behaviour is refusal,,
prod-4o,UNANS-336,UNANS,False,Who won this year's Lahore Bar Association elections?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?",2023 LHC 3403 — Public Interest Law Association of Pakistan ; 2023 LHC 1 — Imran Ahmad Khan Niazi Vs Election Commission o; 2023 LHC 2145 — KASHIF MEHMOOD VS ELECTION COMMISSION OF PAK; 2023 LHC 542 — Mian Tariq Mehmood Vs Election Commission of ,[],current-affairs fact; correct behaviour is refusal,,
prod-4o,UNANS-337,UNANS,False,How much does a notary public charge for attesting an affidavit?,False,"The context does not provide specific information about the fees charged by a notary public for attesting an affidavit in Pakistan. The Diplomatic and Consular Officers (Oaths and Fees) Act, 1948, mentions the administration of oaths and notarial acts by diplomatic and consular officers, but it does not specify the fees for these services. Similarly, the Companies Act, 2017, lists fees for various filings and registrations but does not address notarial fees. Therefore, the specific fee for attesting an affidavit by a notary public is not covered in the provided documents.
Sources:
- Diplomatic and Consular Officers (Oaths and Fees) Act, 1948, pp. 1, 2 — https://pakistancode.gov.pk/pdffiles/administratorcbb1ad05a6c91333ccb0da0e2d7c123a.pdf (text retrieved 2026-08-07)
- Companies Act, 2017, p. 394 — https://pakistancode.gov.pk/pdffiles/administrator89de324eeaa53c96ff701820d2e007e4.pdf (text retrieved 2026-08-06)
- 2023 LHC 503 — COL.(R) MUHAMMAD SHABIR AWAN VS RAJA SAGHIR AHMED ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2023LHC503.pdf (text retrieved 2026-08-10)
- Apostille Act, 2024 — https://pakistancode.gov.pk/pdffiles/administrator37f09153a3eb048c51386d7e1232a67f.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Diplomatic and Consular Officers (Oaths and Fees) Act, 1948; Companies Act, 2017; 2023 LHC 503 — COL.(R) MUHAMMAD SHABIR AWAN VS RAJA SAGHIR A; Apostille Act, 2024",[],fee schedules are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-338,UNANS,False,Why is the Punjab e-stamp portal not issuing my stamp paper?,False,"The context provided does not specifically address issues related to the Punjab e-stamp portal or reasons why it might not be issuing stamp papers. The documents discuss the general provisions of the Stamp Act, 1899, and related legal cases, but do not provide details on technical or operational issues with the e-stamp portal. Therefore, I cannot provide a specific answer to your question based on the given context.
Sources:
- Stamp Act, 1899, pp. 1, 13, 20 — https://pakistancode.gov.pk/pdffiles/administrator999043d9ce6f33fcbb5ecd8a58f5c79d.pdf (text retrieved 2026-08-06)
- 2022 LHC 8488 — MUBASHIR ALI AWAN VS COMMISSOINER RWP ETC (Mr. Justice Anwaar Hussain) — https://sys.lhc.gov.pk/appjudgments/2022LHC8488.pdf (text retrieved 2026-08-10)
- 2024 LHC 5151 — JADEED FEEDS INDUSTREIS VS BOARD OF REVENEUE PUNJAB ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2024LHC5151.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Stamp Act, 1899; 2022 LHC 8488 — MUBASHIR ALI AWAN VS COMMISSOINER RWP ETC (M; 2024 LHC 5151 — JADEED FEEDS INDUSTREIS VS BOARD OF REVENEUE",[],operational/portal issues are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-339,UNANS,False,What are the current regulations for marriage halls in Lahore?,False,"The context provided does not specifically address the current regulations for marriage halls in Lahore. It includes information about the Marriage Functions (Prohibition of Ostentatious Displays and Wasteful Expenses) Ordinance, 2000, which applies to the whole of Pakistan and prohibits ostentatious celebrations and wasteful expenses on marriages. However, it does not detail specific regulations for marriage halls in Lahore or any other city.
Sources:
- Marriage Functions (Prohibition of Ostentatious Displays and Wasteful Expenses) Ordinance, 2000, pp. 1, 2 — https://pakistancode.gov.pk/pdffiles/administrator15e53c2db484572b555fac3ad9b24893.pdf (text retrieved 2026-08-07)
- Christian Marriage Act, 1872, pp. 11, 21 — https://pakistancode.gov.pk/pdffiles/administrator3a246ebbf45c2f156b8ad52f83024d36.pdf (text retrieved 2026-08-07)
- Special Marriage Act, 1872 — https://pakistancode.gov.pk/pdffiles/administratora0bf0b1883050a237d47158b9a5791a2.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Marriage Functions (Prohibition of Ostentatious Displays and; Christian Marriage Act, 1872; Special Marriage Act, 1872",[],local regulations are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-340,UNANS,False,With which countries does Pakistan currently have dual nationality arrangements?,False,"Pakistan currently has dual nationality arrangements with the United Kingdom, the United States of America, and Canada. This means a person can be a citizen of Pakistan as well as a citizen of these countries without ceasing to be a citizen of Pakistan.
Sources:
- Pakistan Citizenship Act, 1951, p. 6 — https://pakistancode.gov.pk/pdffiles/administratora2b6f3407a109a491d47d649f6ff0c01.pdf (text retrieved 2026-08-07)
- 2025 LHC 7099 — Muhammad Nawaz Vs ASJ Lahore etc (Mr. Justice Muhammad Jawad Zafar) — https://sys.lhc.gov.pk/appjudgments/2025LHC7099.pdf (text retrieved 2026-08-10)
- 2024 LHC 87 — AZEEM BAKHASH CHAUDHARY VS RETURNING OFFICER ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2024LHC87.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Citizenship Act, 1951; 2025 LHC 7099 — Muhammad Nawaz Vs ASJ Lahore etc (Mr. Justic; 2024 LHC 87 — AZEEM BAKHASH CHAUDHARY VS RETURNING OFFICER E",[],the current bilateral list is not in the corpus (the Citizenship Act framework is); refusal or honest insufficiency,,
prod-4o,UNANS-341,UNANS,False,What is this year's Hajj policy and quota?,False,"The context provided does not contain information about the Hajj policy and quota for 2023 in Pakistan. It only includes details about the Hajj and Umrah (Regulation) Act, 2024, which outlines the framework for regulating Hajj and Umrah activities, including the preparation and approval of the Hajj policy and plan. However, it does not specify the policy or quota for any particular year, including 2023.
Sources:
- Hajj and Umrah (Regulation) Act, 2024, pp. 1, 3, 5 — https://pakistancode.gov.pk/pdffiles/administrator7e3c852a3362c58f0a79cb8c2373bd8d.pdf (text retrieved 2026-08-07)
- 2023 LHC 784 — Akhiz . Vs Chief Secretary Punjab etc (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2023LHC784.pdf (text retrieved 2026-08-10)
- 2023 LHC 5972 — Usama Bin Malik Vs Federal Public Service Commission etc (Mr. Justice Ch. Muhammad Iqbal) — https://sys.lhc.gov.pk/appjudgments/2023LHC5972.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Hajj and Umrah (Regulation) Act, 2024; 2023 LHC 784 — Akhiz . Vs Chief Secretary Punjab etc (Mr. Ju; 2023 LHC 5972 — Usama Bin Malik Vs Federal Public Service Co",[],annual policy documents are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-342,UNANS,False,How much is the current BISP quarterly payment?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","Workmen's Compensation Act, 1923; 2023 LHC 1258 — MCB . Vs Tanveer Spinning And Weaving Mills ; War Injuries (Compensation Insurance) Act, 1943; Estacode",[],programme amounts are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-343,UNANS,False,What is the fee for a driving licence in Punjab right now?,False,"The context provided does not specify the fee for obtaining a driving licence in Punjab. It only mentions that no fee other than a fee for the test of competence to drive shall be charged for an addition to a licence under the Provincial Motor Vehicles Ordinance, 1965. However, the exact fee for obtaining a new driving licence is not detailed in the documents.
Sources:
- Provincial Motor Vehicles Ordinance, 1965, pp. 17, 96 — https://pakistancode.gov.pk/pdffiles/administratorfcc61bd4cc647332fccbdffad801bab8.pdf (text retrieved 2026-08-07)
- National Highways Safety Ordinance, 2000, p. 9 — https://pakistancode.gov.pk/pdffiles/administrator79f454ff038827bacaf1758984d449f7.pdf (text retrieved 2026-08-07)
- 2026 LHC 89 — MST NAZEERAN MAI VS MUHAMMAD MUMTAZ (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2026LHC89.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Provincial Motor Vehicles Ordinance, 1965; National Highways Safety Ordinance, 2000; 2026 LHC 89 — MST NAZEERAN MAI VS MUHAMMAD MUMTAZ (Mr. Justi",[],provincial fee schedules are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-344,UNANS,False,How much does a certified copy of an FIR cost?,False,"The context does not specify the exact cost of obtaining a certified copy of an FIR in Pakistan. It mentions that the cost for a certified copy is subject to the fees fixed by the Hon’ble Chief Justice from time to time, and the applicant must deposit the cost in advance. However, the specific amount is not provided in the documents.
Sources:
- 2023 LHC 4468 — MUHAMMAD ALEEM KHAN VS STATE (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC4468.pdf (text retrieved 2026-08-10)
- 2022 LHC 568 — Atif Abbas Vs The State etc (Mr. Justice Farooq Haider) — https://sys.lhc.gov.pk/appjudgments/2022LHC568.pdf (text retrieved 2026-08-10)
- 2025 LHC 5289 — ABDUL SALAM VS HOUSE BUILDING FINANCE (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2025LHC5289.pdf (text retrieved 2026-08-10)
- 2024 LHC 2324 — Syed Zawar Raza Vs Member Board of Revenue Punjab Etc (Mr. Justice Abid Hussain Chattha) — https://sys.lhc.gov.pk/appjudgments/2024LHC2324.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2023 LHC 4468 — MUHAMMAD ALEEM KHAN VS STATE (Mr. Justice Ta; 2022 LHC 568 — Atif Abbas Vs The State etc (Mr. Justice Faro; 2025 LHC 5289 — ABDUL SALAM VS HOUSE BUILDING FINANCE (Mr. J; 2024 LHC 2324 — Syed Zawar Raza Vs Member Board of Revenue P,[],administrative copying fees are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-345,UNANS,False,Which judge will hear my bail application next week?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?",2024 LHC 771 — Mujtaba Saleem Butt Vs Incharge Investigation; 2025 LHC 5084 — Aftab Mehmood Vs The State etc. (Mr. Justice; 2025 LHC 2561 — Rai Mumtaz Hussain Babar Vs The State etc. (; 2024 LHC 938 — Muhammad Rafie Vs Ghaneem Aabir etc. (Mr. Jus,[],cause lists and rosters are not in the corpus; correct behaviour is refusal,,
prod-4o,UNANS-346,UNANS,False,What is the KP police complaint cell helpline number?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","Police Order, 2002; Police Act 1861; 2023 LHC 2106 — Zubaida Khanam Vs DPO Okara etc (Mr. Justice",[],directory information is not in the corpus; correct behaviour is refusal,,
